,Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,DT.AMT.BLAT.CD,DT.AMT.DLXF.CD,DT.AMT.DPNG.CD,DT.AMT.MLAT.CD,DT.AMT.OFFT.CD,DT.AMT.PBND.CD,DT.AMT.PCBK.CD,DT.AMT.PROP.CD,DT.AMT.PRVT.CD,DT.DIS.BLAT.CD,DT.DIS.DLXF.CD,DT.DIS.MLAT.CD,DT.DIS.OFFT.CD,DT.DIS.PCBK.CD,DT.DIS.PROP.CD,DT.DIS.PRVT.CD,DT.INT.BLAT.CD,DT.INT.DLXF.CD,DT.INT.DPNG.CD,DT.INT.MLAT.CD,DT.INT.OFFT.CD,DT.INT.PBND.CD,DT.INT.PCBK.CD,DT.INT.PROP.CD,DT.INT.PRVT.CD,EN.BIR.THRD.NO,EN.FSH.THRD.NO,EN.HPT.THRD.NO,EN.MAM.THRD.NO,FB.AST.NPER.ZS,FB.BNK.CAPA.ZS,IC.BUS.DFRN.XQ,IC.BUS.DISC.XQ,IC.BUS.EASE.XQ,IC.CRD.INFO.XQ,IC.CRD.PRVT.ZS,IC.CRD.PUBL.ZS,IC.CUS.DURS.EX,IC.ELC.DURS,IC.ELC.OUTG,IC.ELC.TIME,IC.FRM.BNKS.ZS,IC.FRM.CMPU.ZS,IC.FRM.CORR.ZS,IC.FRM.CRIM.ZS,IC.FRM.DURS,IC.FRM.FEMM.ZS,IC.FRM.FEMO.ZS,IC.FRM.FREG.ZS,IC.FRM.ISOC.ZS,IC.FRM.OUTG.ZS,IC.FRM.TRNG.ZS,IC.GOV.DURS.ZS,IC.ISV.DURS,IC.LGL.CRED.XQ,IC.LGL.DURS,IC.PRP.DURS,IC.PRP.PROC,IC.REG.COST.PC.ZS,IC.REG.DURS,IC.REG.PROC,IC.TAX.DURS,IC.TAX.GIFT.ZS,IC.TAX.LABR.CP.ZS,IC.TAX.METG,IC.TAX.OTHR.CP.ZS,IC.TAX.PAYM,IC.TAX.PRFT.CP.ZS,IC.TAX.TOTL.CP.ZS,IC.WRH.DURS,IC.WRH.PROC,IQ.SCI.MTHD,IQ.SCI.OVRL,IQ.SCI.PRDC,IQ.SCI.SRCE,SG.GEN.PARL.ZS,SH.DTH.IMRT,SH.DTH.MORT,SH.DTH.NMRT,SH.DYN.MORT,SH.DYN.MORT.FE,SH.DYN.MORT.MA,SH.DYN.NMRT,SH.H2O.SAFE.RU.ZS,SH.H2O.SAFE.UR.ZS,SH.H2O.SAFE.ZS,SH.MMR.DTHS,SH.MMR.RISK,SH.MMR.RISK.ZS,SH.STA.ACSN,SH.STA.ACSN.RU,SH.STA.ACSN.UR,SH.STA.MMRT,SI.POV.NAGP,SI.POV.NAHC,SI.POV.RUGP,SI.POV.RUHC,SI.POV.URGP,SI.POV.URHC,SP.DYN.IMRT.FE.IN,SP.DYN.IMRT.IN,SP.DYN.IMRT.MA.IN,SP.HOU.FEMA.ZS
87,Dominican Republic,Latin America and Caribbean,98,4.885,0.07446,0.8953700000000001,1.17202,0.66825,0.57672,0.14234000000000002,0.21684,1.21305,522211000.0,1354976000.0,28889000.0,216697000.0,738908000.0,0.0,545176000.0,42003000.0,587179000.0,594204000.0,1332608000.0,212646000.0,806850000.0,378042000.0,41049000.0,419091000.0,65578000.0,431371000.0,41689000.0,37641000.0,103219000.0,231628000.0,53828000.0,1007000.0,286463000.0,14.0,29.0,42.0,6.0,1.5450351783801601,9.793789343784619,61.16,5.0,93.0,8.0,74.6,23.2,,,,82.0,,,,,,,,,,,,,3.5,1.0,460.0,45.0,6.0,16.4,14.5,7.0,316.0,,18.6,,1.2,7.0,22.6,42.4,184.0,13.0,60.0,78.8889,96.6667,80.0,20.7650273224044,5572.0,6710.0,4706.0,30.9,27.7,33.8,21.7,81.9,85.4,84.7,200.0,400.0,0.24781820008896696,84.0,75.7,86.2,92.0,,,,,,,23.1,25.7,28.1,
88,Mongolia,Eastern Asia,100,4.874,0.03313,0.82819,1.3006,0.60268,0.43626000000000004,0.026660000000000003,0.3323,1.34759,925830000.0,959806000.0,0.0,33976000.0,959806000.0,0.0,0.0,0.0,0.0,7040788000.0,7104228000.0,63440000.0,7104228000.0,0.0,0.0,0.0,75898000.0,92555000.0,1878000.0,14065000.0,89963000.0,714000.0,0.0,0.0,714000.0,24.0,2.0,0.0,10.0,,,68.83,6.0,56.0,7.0,0.0,40.5,,,,79.0,,,,,,,,,,,,,4.0,5.0,374.0,10.5,5.0,1.5,6.0,5.0,148.0,,12.4,,2.0,41.0,10.0,24.4,137.0,17.0,60.0,74.44443333333331,63.3333,100.0,14.8648648648649,1348.0,1581.0,789.0,22.4,17.9,26.6,11.1,59.2,66.4,64.4,30.0,800.0,0.125374056428275,59.7,42.6,66.4,44.0,,,,,,,15.1,19.0,22.8,
89,Swaziland,Sub-Saharan Africa,101,4.867,0.08742,0.71206,1.07284,0.07566,0.30658,0.0306,0.18259,2.48676,18205000.0,35519000.0,0.0,16934000.0,35139000.0,0.0,380000.0,0.0,380000.0,23770000.0,30767000.0,6997000.0,30767000.0,0.0,0.0,0.0,2750000.0,6941000.0,0.0,2355000.0,5105000.0,0.0,1836000.0,0.0,1836000.0,13.0,4.0,11.0,7.0,6.4,13.2,59.1,2.0,105.0,7.0,46.4,0.0,,,,137.0,,,,,,,,,,,,,2.0,4.0,956.0,21.0,9.0,23.4,30.0,12.0,110.0,,5.0,,4.1,33.0,25.6,34.7,96.0,13.0,40.0,58.8889,86.6667,50.0,6.153846153846152,1631.0,2221.0,519.0,60.7,55.9,65.2,14.2,68.9,93.6,74.1,150.0,76.0,1.3109104985179298,57.5,56.0,63.1,389.0,,,,,,,39.8,44.5,48.8,
90,Greece,Western Europe,102,4.857,0.05062,1.15406,0.9293299999999999,0.88213,0.07699,0.013969999999999998,0.0,1.8010099999999998,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,80.0,59.0,10.0,34.3527386292292,7.670760440014019,68.38,7.0,60.0,7.0,81.2,0.0,,,,51.0,,,,,,,,,,,,,3.5,3.0,1580.0,20.0,10.0,2.2,13.0,5.0,193.0,,29.3,,0.6,8.0,19.7,49.6,124.0,18.0,,,,,23.0,382.0,489.0,307.0,4.6,4.3,4.9,2.9,100.0,100.0,100.0,3.0,23700.0,0.00422204071228985,99.0,98.1,99.2,3.0,,,,,,,3.3,3.6,3.9,
91,Lebanon,Middle East and Northern Africa,103,4.8389999999999995,0.04337,1.0256399999999999,0.80001,0.83947,0.33916,0.04582,0.21854,1.57059,96031000.0,1931759000.0,0.0,128810000.0,224841000.0,1655750000.0,51168000.0,0.0,1706918000.0,67663000.0,245600000.0,126343000.0,194006000.0,14244000.0,37350000.0,51594000.0,20297000.0,1497929000.0,0.0,30548000.0,50845000.0,1439491000.0,6656000.0,937000.0,1447084000.0,12.0,27.0,5.0,9.0,3.99206193019179,,56.39,9.0,123.0,6.0,0.0,23.9,,,,75.0,,,,,,,,,,,,,3.0,2.0,721.0,34.0,8.0,34.0,15.0,6.0,183.0,,23.8,,0.4,20.0,6.1,30.3,244.0,18.0,50.0,65.5555333333333,76.6666,70.0,3.125,726.0,835.0,491.0,8.3,7.9,8.6,4.8,99.0,99.0,99.0,13.0,3700.0,0.0272700650371935,80.7,80.7,80.7,15.0,,,,,,,6.8,7.1,7.3,
92,Hungary,Central and Eastern Europe,104,4.8,0.061070000000000006,1.12094,1.20215,0.75905,0.32111999999999996,0.02758,0.128,1.24074,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,9.0,12.0,2.0,12.6653587848131,,72.57,2.0,42.0,5.0,88.6,0.0,,,,252.0,,,,,,,,,,,,,2.0,10.0,395.0,16.5,4.0,7.3,5.0,4.0,277.0,,34.3,,2.3,11.0,11.8,48.4,179.0,23.0,100.0,85.55556666666669,76.6667,80.0,10.1010101010101,461.0,518.0,304.0,5.9,5.4,6.4,3.5,100.0,100.0,100.0,15.0,4400.0,0.0228129148630104,98.0,98.6,97.8,17.0,,,,,,,4.9,5.3,5.7,
93,Honduras,Latin America and Caribbean,105,4.788,0.056479999999999995,0.59532,0.9534799999999999,0.6951,0.40148,0.06825,0.23026999999999997,1.84408,43397000.0,147046000.0,0.0,102683000.0,146080000.0,0.0,434000.0,532000.0,966000.0,96688000.0,382598000.0,235095000.0,331783000.0,10000.0,4000.0,50815000.0,15231000.0,173974000.0,0.0,74524000.0,89755000.0,81930000.0,2106000.0,183000.0,84219000.0,11.0,42.0,121.0,8.0,3.35394704726798,10.462931074651001,58.06,3.0,110.0,8.0,36.2,22.2,,,,39.0,,,,,,,,,,,,,3.8,9.0,920.0,22.0,6.0,38.7,14.0,12.0,224.0,,3.2,,10.0,48.0,31.1,44.3,82.0,15.0,60.0,76.6667,90.0001,80.0,25.78125,2832.0,3333.0,1787.0,20.4,18.1,22.6,11.0,83.8,97.4,91.2,220.0,300.0,0.3369169001031469,82.6,77.7,86.7,129.0,,,,,,,15.4,17.4,19.3,
94,Tajikistan,Central and Eastern Europe,106,4.7860000000000005,0.03198,0.39047,0.8556299999999999,0.5737899999999999,0.47216,0.15072,0.22974,2.1139900000000003,72744000.0,106166000.0,0.0,33422000.0,106166000.0,0.0,0.0,0.0,0.0,47479000.0,65727000.0,18248000.0,65727000.0,0.0,0.0,0.0,19898000.0,28822000.0,0.0,8924000.0,28822000.0,0.0,0.0,0.0,0.0,15.0,5.0,12.0,6.0,,,54.19,8.0,132.0,7.0,15.9,0.0,,,,133.0,,,,,,,,,,,,,1.7,1.0,430.0,37.0,6.0,21.5,11.0,4.0,276.0,,28.5,,35.6,28.0,17.7,81.8,242.0,27.0,70.0,81.1111333333333,93.3334,80.0,19.047619047618998,10293.0,11799.0,5494.0,44.8,39.7,49.7,20.5,66.7,93.1,73.8,82.0,790.0,0.12713745806908,95.0,95.5,93.8,32.0,,,,,,,33.9,38.5,42.9,
95,Tunisia,Middle East and Northern Africa,107,4.739,0.03589,0.88113,0.60429,0.73793,0.26268,0.06358,0.06431,2.12466,410329000.0,1401289000.0,0.0,904979000.0,1315308000.0,0.0,75928000.0,10053000.0,85981000.0,769360000.0,2152636000.0,1277106000.0,2046466000.0,97037000.0,9133000.0,106170000.0,81472000.0,345613000.0,0.0,145790000.0,227262000.0,105576000.0,11822000.0,953000.0,118351000.0,10.0,39.0,7.0,13.0,,,64.88,4.0,74.0,5.0,0.0,28.9,,,,65.0,,,,,,,,,,,,,1.3,2.0,565.0,39.0,4.0,3.9,11.0,10.0,144.0,,25.2,,21.9,8.0,12.8,59.9,93.0,17.0,80.0,76.6667333333333,80.0002,70.0,31.3364055299539,2546.0,2919.0,1724.0,14.0,12.7,15.3,8.2,93.2,100.0,97.7,130.0,710.0,0.140912438900575,91.6,79.8,97.4,62.0,,,,,,,10.9,12.1,13.3,
96,Bangladesh,Southern Asia,109,4.694,0.03077,0.39753,0.43106000000000005,0.60164,0.4082,0.12569,0.21222,2.51767,285637000.0,920308000.0,0.0,632987000.0,918624000.0,0.0,0.0,1684000.0,1684000.0,897917000.0,2708726000.0,1810809000.0,2708726000.0,0.0,0.0,0.0,47521000.0,231416000.0,0.0,183460000.0,230981000.0,0.0,0.0,435000.0,435000.0,33.0,21.0,21.0,33.0,,,43.1,6.0,174.0,0.0,0.0,0.9,,,,428.9,,,,,,,,,,,,,4.0,6.0,1442.0,244.0,8.0,13.9,19.5,9.0,302.0,,,,,21.0,,31.6,269.0,13.4,60.0,76.6667,90.0001,80.0,20.0,97478.0,119326.0,74378.0,37.6,34.7,40.4,23.3,87.0,86.5,86.9,5500.0,240.0,0.421170638324937,60.6,62.1,57.7,176.0,,,,,,,28.0,30.7,33.3,
97,Ukraine,Central and Eastern Europe,111,4.681,0.04412,0.79907,1.20278,0.6739,0.25123,0.02961,0.15275,1.5714,95419000.0,7661887000.0,0.0,1301136000.0,1396555000.0,6242548000.0,22784000.0,0.0,6265332000.0,0.0,9675489000.0,9675489000.0,9675489000.0,0.0,0.0,0.0,2603000.0,1282410000.0,232104000.0,228864000.0,231467000.0,818479000.0,360000.0,0.0,818839000.0,18.0,24.0,19.0,9.0,24.2724880576714,7.64227412515517,63.04,4.0,83.0,7.0,36.7,0.0,,,,263.0,,,,,,,,,,,,,2.9,8.0,378.0,23.0,7.0,0.6,7.0,4.0,350.0,,43.1,,0.1,5.0,9.0,52.2,67.0,10.0,100.0,91.1111,93.3333,80.0,11.848341232227499,3331.0,3997.0,2378.0,9.0,8.1,9.9,5.5,97.8,95.5,96.2,120.0,2600.0,0.037862152311881,95.9,92.6,97.4,24.0,,,,,,,6.9,7.7,8.5,
98,Iraq,Middle East and Northern Africa,112,4.677,0.052320000000000005,0.98549,0.81889,0.60237,0.0,0.13788,0.17922000000000002,1.95335,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,17.0,1.0,13.0,,,46.06,4.0,161.0,0.0,0.0,0.0,,,,77.0,,,,,,,,,,,,,,1.0,520.0,51.0,5.0,39.8,29.0,10.0,312.0,,13.5,,0.0,14.0,14.3,27.8,249.0,12.0,30.0,52.2222333333333,66.6667,60.0,26.524390243902396,32258.0,38682.0,22482.0,32.0,28.9,34.9,18.4,70.1,93.8,86.6,620.0,420.0,0.24056475447637696,85.6,83.8,86.4,50.0,,,,,,,23.8,26.5,29.0,
99,South Africa,Sub-Saharan Africa,113,4.6419999999999995,0.04585,0.9204899999999999,1.18468,0.27688,0.33207,0.08884,0.11972999999999999,1.7195599999999998,0.0,633842000.0,310769000.0,156466000.0,156466000.0,0.0,122668000.0,43939000.0,166607000.0,0.0,2241717000.0,346783000.0,346783000.0,0.0,117334000.0,117334000.0,0.0,1193029000.0,51860000.0,5610000.0,5610000.0,1123711000.0,11703000.0,145000.0,1135559000.0,46.0,103.0,116.0,25.0,3.2150642261706097,7.40178359562263,64.89,8.0,73.0,7.0,62.0,0.0,,,,226.0,,,,,,,,,,,,,2.0,5.0,600.0,23.0,7.0,0.3,46.0,6.0,200.0,,4.0,,3.1,7.0,21.7,28.8,141.0,19.0,80.0,81.1111,83.3333,80.0,41.9191919191919,34078.0,41930.0,11141.0,40.5,37.3,46.5,11.0,81.4,99.6,93.2,1500.0,300.0,0.333630207691807,66.4,60.5,69.6,138.0,,,,,,,28.8,33.6,36.2,
100,Ghana,Sub-Saharan Africa,114,4.633,0.04742,0.5455800000000001,0.6795399999999999,0.40131999999999995,0.42341999999999996,0.04355,0.23087,2.30919,361948000.0,791993000.0,0.0,71651000.0,433599000.0,0.0,348860000.0,9534000.0,358394000.0,701973000.0,2655578000.0,455991000.0,1157964000.0,959927000.0,537687000.0,1497614000.0,74703000.0,376699000.0,6328000.0,34560000.0,109263000.0,205092000.0,39685000.0,16331000.0,261108000.0,20.0,56.0,119.0,20.0,11.2,13.5,57.69,7.0,114.0,6.0,16.3,0.0,,,,79.0,,,,,,,,,,,,,1.9,7.0,710.0,46.0,5.0,19.4,14.0,8.0,224.0,,14.7,,0.0,33.0,18.0,32.7,216.0,15.0,60.0,65.55556666666669,86.6667,50.0,10.909090909090901,38211.0,54061.0,25402.0,61.6,56.2,66.7,28.3,84.0,92.6,88.7,2800.0,74.0,1.34487920620275,14.9,8.6,20.2,319.0,,,,,,,38.2,42.8,47.1,
101,Zimbabwe,Sub-Saharan Africa,115,4.61,0.0429,0.271,1.0327600000000001,0.33475,0.25861,0.08079,0.18987,2.44191,144888000.0,167018000.0,0.0,21505000.0,166393000.0,0.0,0.0,625000.0,625000.0,82512000.0,83777000.0,1265000.0,83777000.0,0.0,0.0,0.0,21587000.0,23214000.0,0.0,1626000.0,23213000.0,0.0,0.0,1000.0,1000.0,17.0,3.0,17.0,10.0,,,48.17,8.0,155.0,5.0,32.1,0.0,,,,106.0,,,,,,,,,,,,,3.3,5.0,410.0,36.0,5.0,112.0,90.0,9.0,242.0,,5.6,,8.4,49.0,18.8,32.8,448.0,10.0,50.0,62.2222,76.6666,60.0,31.4814814814815,25398.0,38087.0,12836.0,70.7,64.9,76.1,23.5,67.3,97.0,76.9,2400.0,52.0,1.93896426086029,36.8,30.8,49.3,443.0,,,,,,,41.2,46.6,51.8,
102,Liberia,Sub-Saharan Africa,116,4.571000000000001,0.11068,0.0712,0.78968,0.34201,0.28531,0.06232000000000001,0.24361999999999998,2.7772900000000003,1262000.0,8717000.0,3000.0,7452000.0,8714000.0,0.0,0.0,0.0,0.0,23786000.0,101394000.0,77608000.0,101394000.0,0.0,0.0,0.0,1358000.0,4618000.0,0.0,3260000.0,4618000.0,0.0,0.0,0.0,0.0,13.0,62.0,50.0,24.0,,,40.19,4.0,179.0,0.0,0.0,1.8,,,,465.0,,,,,,,,,,,,,3.0,8.0,1280.0,44.0,10.0,16.8,4.5,4.0,139.5,,5.4,,7.0,33.0,35.4,47.8,74.0,22.0,30.0,51.1111,73.3333,50.0,10.958904109589,7974.0,10509.0,3644.0,69.9,64.8,74.7,24.1,62.6,88.6,75.6,1100.0,28.0,3.55258818700446,16.9,5.9,28.0,725.0,,,,,,,48.2,52.8,57.2,
103,India,Southern Asia,117,4.565,0.02043,0.64499,0.38174,0.5152899999999999,0.39786,0.08492000000000001,0.26475,2.27513,1830716291.6,9925700894.7,0.0,3837253887.2,5667970178.8,0.0,4256176715.9,1554000.0,4257730715.9,5748596723.1,11448612985.8,5192413937.3,10941010660.4,502372325.4,0.0,507602325.4,347546620.1,1864369279.3,0.0,593629068.4,941175688.5,254980718.2,668007872.6,205000.0,923193590.8,84.0,216.0,385.0,93.0,4.2312728489852285,6.86417554978773,54.68,7.0,130.0,7.0,22.0,0.0,,,,90.1,,,,,,,,,,,,,4.3,6.0,1420.0,47.0,7.0,13.5,29.0,12.9,243.0,,,,,33.0,,60.6,191.5,33.6,80.0,77.7778,73.3334,80.0,11.970534069981596,946304.0,1200998.0,695852.0,47.7,49.2,46.3,27.7,92.6,97.1,94.1,45000.0,220.0,0.45279253055489704,39.6,28.5,62.6,174.0,,,,,,,38.0,37.9,37.8,
104,Sudan,Sub-Saharan Africa,118,4.55,0.0674,0.52107,1.01404,0.36878,0.10081,0.1466,0.19062,2.20857,328311000.0,486155000.0,0.0,157844000.0,486155000.0,0.0,0.0,0.0,0.0,310247000.0,477013000.0,166766000.0,477013000.0,0.0,0.0,0.0,35546000.0,79903000.0,0.0,44357000.0,79903000.0,0.0,0.0,0.0,0.0,23.0,22.0,16.0,12.0,,,46.97,0.0,159.0,0.0,1.5,0.0,,,,70.0,,,,,,,,,,,,,2.0,3.0,810.0,9.0,6.0,14.8,36.0,10.0,180.0,,19.2,,14.7,42.0,11.5,45.4,270.0,15.0,50.0,51.1111,73.3333,30.0,30.516431924882607,61285.0,89488.0,38567.0,70.1,65.1,74.8,29.8,,,,4100.0,72.0,1.38887986214656,,,,311.0,,,,,,,42.8,47.6,52.0,
105,Haiti,Latin America and Caribbean,119,4.518,0.07331,0.26673,0.74302,0.38847,0.24425,0.17175,0.46187,2.24173,37040000.0,42950000.0,0.0,5910000.0,42950000.0,0.0,0.0,0.0,0.0,3144000.0,70513000.0,67370000.0,70513000.0,0.0,0.0,0.0,11621000.0,13390000.0,60000.0,1709000.0,13330000.0,0.0,0.0,0.0,0.0,14.0,30.0,42.0,5.0,,,39.56,2.0,182.0,0.0,0.0,1.6,,,,60.0,,,,,,,,,,,,,,2.0,530.0,312.0,5.0,235.3,97.0,12.0,184.0,,12.4,,4.1,47.0,23.8,40.3,80.0,12.0,30.0,47.7778,63.3334,50.0,4.21052631578947,13407.0,17841.0,6537.0,69.0,63.1,74.6,25.4,47.6,64.9,57.7,950.0,90.0,1.1061946324324399,27.6,19.2,33.6,359.0,,,,,,,47.0,52.2,57.3,
106,Nepal,Southern Asia,121,4.513999999999999,0.03607,0.35996999999999996,0.86449,0.5687399999999999,0.38282,0.059070000000000004,0.32295999999999997,1.9563700000000002,25707000.0,173294000.0,0.0,146718000.0,172425000.0,0.0,0.0,869000.0,869000.0,105713000.0,470384000.0,364671000.0,470384000.0,0.0,0.0,0.0,5575000.0,43211000.0,0.0,37617000.0,43191000.0,0.0,0.0,19000.0,19000.0,36.0,7.0,17.0,31.0,,,60.41,6.0,99.0,0.0,1.3,0.0,,,,70.0,,,,,,,,,,,,,2.0,6.0,910.0,5.0,3.0,28.4,17.0,7.0,334.0,,11.3,,0.5,34.0,17.7,29.5,86.0,10.0,50.0,72.2222333333333,86.6667,80.0,29.5492487479132,16144.0,19900.0,12252.0,35.8,33.6,37.9,22.2,91.8,90.9,91.6,1500.0,150.0,0.647685537723153,45.8,43.5,56.0,258.0,,,,,,,27.0,29.4,31.7,
107,Ethiopia,Sub-Saharan Africa,122,4.512,0.0378,0.19072999999999998,0.60406,0.44055,0.4345,0.15048,0.24325,2.44876,235340000.0,617955000.0,0.0,55111000.0,290451000.0,0.0,124392000.0,203112000.0,327504000.0,1195663000.0,3887370000.0,1019474000.0,2215137000.0,386648000.0,1285585000.0,1672233000.0,122935000.0,298063000.0,0.0,46866000.0,169801000.0,65998000.0,41087000.0,21177000.0,128262000.0,32.0,14.0,41.0,33.0,,,49.73,3.0,146.0,0.0,0.0,0.2,,,,95.0,,,,,,,,,,,,,3.0,3.0,530.0,52.0,7.0,76.1,19.0,11.0,306.0,,5.6,,0.8,30.0,25.7,32.1,129.0,10.0,50.0,68.8889,76.6667,80.0,,129947.0,184186.0,87414.0,59.2,53.6,64.5,27.7,48.6,93.1,57.3,11000.0,64.0,1.55595120961611,28.0,28.2,27.2,353.0,,,,,,,36.3,41.4,46.3,
108,Sierra Leone,Sub-Saharan Africa,123,4.507,0.07067999999999999,0.33024000000000003,0.9557100000000001,0.0,0.4084,0.08786000000000001,0.21488000000000002,2.51009,3959000.0,18764000.0,0.0,14805000.0,18764000.0,0.0,0.0,0.0,0.0,10641000.0,75304000.0,64663000.0,75304000.0,0.0,0.0,0.0,2377000.0,5685000.0,0.0,3308000.0,5685000.0,0.0,0.0,0.0,0.0,15.0,56.0,62.0,22.0,,,49.69,6.0,147.0,0.0,0.0,1.2,,,,82.0,,,,,,,,,,,,,2.3,5.0,515.0,56.0,7.0,44.2,10.0,6.0,344.0,,11.3,,0.9,34.0,18.8,31.0,166.0,16.0,50.0,63.3333666666667,90.0001,50.0,12.396694214876002,19014.0,26466.0,7615.0,120.4,113.1,127.3,34.9,47.8,84.9,62.6,3100.0,17.0,5.93782378973531,13.3,6.9,22.8,1360.0,,,,,,,80.5,87.1,93.2,
109,Mauritania,Sub-Saharan Africa,124,4.436,0.03947,0.45407,0.86908,0.35874,0.24231999999999998,0.17461,0.21899999999999997,2.11773,112233000.0,189988000.0,0.0,77755000.0,189988000.0,0.0,0.0,0.0,0.0,248291000.0,602860000.0,354569000.0,602860000.0,0.0,0.0,0.0,35348000.0,74389000.0,0.0,39041000.0,74389000.0,0.0,0.0,0.0,0.0,15.0,43.0,0.0,16.0,,,44.74,6.0,168.0,2.0,0.0,6.1,,,,70.0,,,,,,,,,,,,,,2.0,370.0,49.0,4.0,18.5,8.0,6.0,734.0,,23.2,,48.1,49.0,0.0,71.3,104.0,13.0,60.0,66.6667,90.0001,50.0,25.1700680272109,8523.0,11050.0,4695.0,84.7,79.5,95.8,35.7,57.1,58.4,57.9,810.0,36.0,2.7440057817808903,40.0,13.8,57.5,602.0,,,,,,,58.7,65.1,73.4,
110,Kenya,Sub-Saharan Africa,125,4.419,0.04734,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,1.78555,190977000.0,423726000.0,0.0,212536000.0,403513000.0,0.0,14430000.0,5783000.0,20213000.0,1105732000.0,2567763000.0,1440207000.0,2545939000.0,16652000.0,5172000.0,21824000.0,115184000.0,180869000.0,0.0,63530000.0,178714000.0,0.0,1895000.0,260000.0,2155000.0,39.0,70.0,222.0,30.0,5.79920619299276,14.383928821923599,58.24,3.0,108.0,7.0,14.3,0.0,,,,110.0,,,,,,,,,,,,,4.5,7.0,465.0,61.0,9.0,35.3,26.0,11.0,201.5,,1.9,,5.4,30.0,29.8,37.1,146.0,15.0,40.0,54.4444333333333,73.3333,50.0,19.7142857142857,53749.0,74429.0,33741.0,49.4,45.2,53.4,22.2,56.8,81.6,63.2,8000.0,42.0,2.353192765234,30.1,29.7,31.2,510.0,,,,,,,32.0,35.5,38.8,
111,Djibouti,Sub-Saharan Africa,126,4.369,0.08096,0.44025,0.59207,0.36291,0.46074,0.28105,0.18093,2.05125,12506000.0,31815000.0,0.0,18251000.0,30757000.0,0.0,126000.0,932000.0,1058000.0,178543000.0,229061000.0,50518000.0,229061000.0,0.0,0.0,0.0,10852000.0,15392000.0,0.0,4413000.0,15265000.0,0.0,16000.0,111000.0,127000.0,11.0,18.0,3.0,6.0,20.3,,44.25,4.0,171.0,0.0,0.0,0.4,,,,125.0,,,,,,,,,,,,,2.3,1.0,1225.0,39.0,6.0,168.1,14.0,7.0,82.0,,17.7,,2.2,36.0,17.7,37.6,111.0,17.0,40.0,46.6666666666667,80.0,20.0,12.727272727272696,1190.0,1429.0,737.0,65.3,59.3,71.1,33.4,64.7,97.4,90.0,50.0,140.0,0.6980125000686128,47.4,5.1,59.8,229.0,,,,,,,49.1,54.2,59.2,
112,Armenia,Central and Eastern Europe,127,4.35,0.04763,0.7682100000000001,0.7771100000000001,0.7299,0.19847,0.039,0.07855,1.75873,33949000.0,62622000.0,0.0,28051000.0,62000000.0,0.0,622000.0,0.0,622000.0,55370000.0,171240000.0,115145000.0,170515000.0,725000.0,0.0,725000.0,5395000.0,64023000.0,0.0,16492000.0,21887000.0,42000000.0,136000.0,0.0,42136000.0,15.0,3.0,71.0,8.0,9.12911162472435,14.280814651287502,74.22,5.0,35.0,8.0,94.1,0.0,,,,180.0,,,,,,,,,,,,,1.9,5.0,570.0,7.0,3.0,1.0,3.0,2.0,313.0,,0.0,,0.8,10.0,19.1,19.9,84.0,18.0,100.0,93.3333333333333,80.0,100.0,10.6870229007634,513.0,577.0,301.0,14.1,12.5,15.6,7.4,100.0,100.0,100.0,10.0,2300.0,0.0426649319269288,89.5,78.2,96.2,25.0,,,,,,,11.1,12.6,13.9,
113,Botswana,Sub-Saharan Africa,128,4.332,0.049339999999999995,0.99355,1.10464,0.047760000000000004,0.49495,0.12474,0.10461,1.46181,11807000.0,132015000.0,8880000.0,111328000.0,123135000.0,0.0,0.0,0.0,0.0,1044000.0,28183000.0,13553000.0,14597000.0,0.0,0.0,0.0,1422000.0,8548000.0,0.0,7126000.0,8548000.0,0.0,0.0,0.0,0.0,13.0,2.0,2.0,8.0,,,64.98,7.0,72.0,6.0,51.1,0.0,,,,77.0,,,,,,,,,,,,,1.7,5.0,625.0,12.0,4.0,0.7,48.0,9.0,152.0,,0.0,,3.6,34.0,21.5,25.1,110.0,19.0,30.0,45.5555333333333,66.6666,40.0,9.52380952380952,2007.0,2488.0,1268.0,43.6,39.8,47.2,21.9,92.3,99.2,96.2,72.0,270.0,0.3748789292849021,63.4,43.1,78.5,129.0,,,,,,,31.5,34.8,37.9,
